entity_id,entity_name,entity_type,news_id
COMPANY_Financial_5,Financial,Company,NEWS-177
COMPANY_COMP-22_0,COMP-22,Company,NEWS-178
COMPANY_Profile_1,Profile,Company,NEWS-178
COMPANY_Average_2,Average,Company,NEWS-178
COMPANY_Maximum_3,Maximum,Company,NEWS-178
COMPANY_Total_4,Total,Company,NEWS-178
COMPANY_Financial_5,Financial,Company,NEWS-178
COMPANY_COMP-23_0,COMP-23,Company,NEWS-179
COMPANY_Profile_1,Profile,Company,NEWS-179
COMPANY_Average_2,Average,Company,NEWS-179
COMPANY_Maximum_3,Maximum,Company,NEWS-179
COMPANY_Total_4,Total,Company,NEWS-179
COMPANY_Financial_5,Financial,Company,NEWS-179
COMPANY_COMP-23_0,COMP-23,Company,NEWS-180
COMPANY_Profile_1,Profile,Company,NEWS-180
COMPANY_Average_2,Average,Company,NEWS-180
COMPANY_Maximum_3,Maximum,Company,NEWS-180
COMPANY_Total_4,Total,Company,NEWS-180
COMPANY_Financial_5,Financial,Company,NEWS-180
COMPANY_COMP-23_0,COMP-23,Company,NEWS-181
COMPANY_Profile_1,Profile,Company,NEWS-181
COMPANY_Average_2,Average,Company,NEWS-181
COMPANY_Maximum_3,Maximum,Company,NEWS-181
COMPANY_Total_4,Total,Company,NEWS-181
COMPANY_Financial_5,Financial,Company,NEWS-181
COMPANY_COMP-23_0,COMP-23,Company,NEWS-182
COMPANY_Profile_1,Profile,Company,NEWS-182
COMPANY_Average_2,Average,Company,NEWS-182
COMPANY_Maximum_3,Maximum,Company,NEWS-182
COMPANY_Total_4,Total,Company,NEWS-182
COMPANY_Financial_5,Financial,Company,NEWS-182
COMPANY_COMP-23_0,COMP-23,Company,NEWS-183
COMPANY_Profile_1,Profile,Company,NEWS-183
COMPANY_Average_2,Average,Company,NEWS-183
COMPANY_Maximum_3,Maximum,Company,NEWS-183
COMPANY_Total_4,Total,Company,NEWS-183
COMPANY_Financial_5,Financial,Company,NEWS-183
COMPANY_COMP-23_0,COMP-23,Company,NEWS-184
COMPANY_Profile_1,Profile,Company,NEWS-184
COMPANY_Average_2,Average,Company,NEWS-184
COMPANY_Maximum_3,Maximum,Company,NEWS-184
COMPANY_Total_4,Total,Company,NEWS-184
COMPANY_Financial_5,Financial,Company,NEWS-184
COMPANY_COMP-23_0,COMP-23,Company,NEWS-185
COMPANY_Profile_1,Profile,Company,NEWS-185
COMPANY_Average_2,Average,Company,NEWS-185
COMPANY_Maximum_3,Maximum,Company,NEWS-185
COMPANY_Total_4,Total,Company,NEWS-185
COMPANY_Financial_5,Financial,Company,NEWS-185
COMPANY_COMP-23_0,COMP-23,Company,NEWS-186
COMPANY_Profile_1,Profile,Company,NEWS-186
COMPANY_Average_2,Average,Company,NEWS-186
COMPANY_Maximum_3,Maximum,Company,NEWS-186
COMPANY_Total_4,Total,Company,NEWS-186
COMPANY_Financial_5,Financial,Company,NEWS-186
COMPANY_COMP-24_0,COMP-24,Company,NEWS-187
COMPANY_Profile_1,Profile,Company,NEWS-187
COMPANY_Average_2,Average,Company,NEWS-187
COMPANY_Maximum_3,Maximum,Company,NEWS-187
COMPANY_Total_4,Total,Company,NEWS-187
COMPANY_Financial_5,Financial,Company,NEWS-187
COMPANY_COMP-24_0,COMP-24,Company,NEWS-188
COMPANY_Profile_1,Profile,Company,NEWS-188
COMPANY_Average_2,Average,Company,NEWS-188
COMPANY_Maximum_3,Maximum,Company,NEWS-188
COMPANY_Total_4,Total,Company,NEWS-188
COMPANY_Financial_5,Financial,Company,NEWS-188
COMPANY_COMP-24_0,COMP-24,Company,NEWS-189
COMPANY_Profile_1,Profile,Company,NEWS-189
COMPANY_Average_2,Average,Company,NEWS-189
COMPANY_Maximum_3,Maximum,Company,NEWS-189
COMPANY_Total_4,Total,Company,NEWS-189
COMPANY_Financial_5,Financial,Company,NEWS-189
COMPANY_COMP-24_0,COMP-24,Company,NEWS-190
COMPANY_Profile_1,Profile,Company,NEWS-190
COMPANY_Average_2,Average,Company,NEWS-190
COMPANY_Maximum_3,Maximum,Company,NEWS-190
COMPANY_Total_4,Total,Company,NEWS-190
COMPANY_Financial_5,Financial,Company,NEWS-190
COMPANY_COMP-24_0,COMP-24,Company,NEWS-191
COMPANY_Profile_1,Profile,Company,NEWS-191
COMPANY_Average_2,Average,Company,NEWS-191
COMPANY_Maximum_3,Maximum,Company,NEWS-191
COMPANY_Total_4,Total,Company,NEWS-191
COMPANY_Financial_5,Financial,Company,NEWS-191
COMPANY_COMP-24_0,COMP-24,Company,NEWS-192
COMPANY_Profile_1,Profile,Company,NEWS-192
COMPANY_Average_2,Average,Company,NEWS-192
COMPANY_Maximum_3,Maximum,Company,NEWS-192
COMPANY_Total_4,Total,Company,NEWS-192
COMPANY_Financial_5,Financial,Company,NEWS-192
COMPANY_COMP-24_0,COMP-24,Company,NEWS-193
COMPANY_Profile_1,Profile,Company,NEWS-193
COMPANY_Average_2,Average,Company,NEWS-193
COMPANY_Maximum_3,Maximum,Company,NEWS-193
COMPANY_Total_4,Total,Company,NEWS-193
COMPANY_Financial_5,Financial,Company,NEWS-193
COMPANY_COMP-24_0,COMP-24,Company,NEWS-194
COMPANY_Profile_1,Profile,Company,NEWS-194
COMPANY_Average_2,Average,Company,NEWS-194
COMPANY_Maximum_3,Maximum,Company,NEWS-194
COMPANY_Total_4,Total,Company,NEWS-194
COMPANY_Financial_5,Financial,Company,NEWS-194
COMPANY_COMP-24_0,COMP-24,Company,NEWS-195
COMPANY_Profile_1,Profile,Company,NEWS-195
COMPANY_Average_2,Average,Company,NEWS-195
COMPANY_Maximum_3,Maximum,Company,NEWS-195
COMPANY_Total_4,Total,Company,NEWS-195
COMPANY_Financial_5,Financial,Company,NEWS-195
COMPANY_COMP-25_0,COMP-25,Company,NEWS-196
COMPANY_Profile_1,Profile,Company,NEWS-196
COMPANY_Average_2,Average,Company,NEWS-196
COMPANY_Maximum_3,Maximum,Company,NEWS-196
COMPANY_Total_4,Total,Company,NEWS-196
COMPANY_Financial_5,Financial,Company,NEWS-196
COMPANY_COMP-25_0,COMP-25,Company,NEWS-197
COMPANY_Profile_1,Profile,Company,NEWS-197
COMPANY_Average_2,Average,Company,NEWS-197
COMPANY_Maximum_3,Maximum,Company,NEWS-197
COMPANY_Total_4,Total,Company,NEWS-197
COMPANY_Financial_5,Financial,Company,NEWS-197
COMPANY_COMP-25_0,COMP-25,Company,NEWS-198
COMPANY_Profile_1,Profile,Company,NEWS-198
COMPANY_Average_2,Average,Company,NEWS-198
COMPANY_Maximum_3,Maximum,Company,NEWS-198
COMPANY_Total_4,Total,Company,NEWS-198
COMPANY_Financial_5,Financial,Company,NEWS-198
COMPANY_COMP-25_0,COMP-25,Company,NEWS-199
COMPANY_Profile_1,Profile,Company,NEWS-199
COMPANY_Average_2,Average,Company,NEWS-199
COMPANY_Maximum_3,Maximum,Company,NEWS-199
COMPANY_Total_4,Total,Company,NEWS-199
COMPANY_Financial_5,Financial,Company,NEWS-199
COMPANY_COMP-25_0,COMP-25,Company,NEWS-200
COMPANY_Profile_1,Profile,Company,NEWS-200
COMPANY_Average_2,Average,Company,NEWS-200
COMPANY_Maximum_3,Maximum,Company,NEWS-200
COMPANY_Total_4,Total,Company,NEWS-200
COMPANY_Financial_5,Financial,Company,NEWS-200
COMPANY_COMP-25_0,COMP-25,Company,NEWS-201
COMPANY_Profile_1,Profile,Company,NEWS-201
COMPANY_Average_2,Average,Company,NEWS-201
COMPANY_Maximum_3,Maximum,Company,NEWS-201
COMPANY_Total_4,Total,Company,NEWS-201
COMPANY_Financial_5,Financial,Company,NEWS-201
COMPANY_COMP-25_0,COMP-25,Company,NEWS-202
COMPANY_Profile_1,Profile,Company,NEWS-202
COMPANY_Average_2,Average,Company,NEWS-202
COMPANY_Maximum_3,Maximum,Company,NEWS-202
COMPANY_Total_4,Total,Company,NEWS-202
COMPANY_Financial_5,Financial,Company,NEWS-202
COMPANY_COMP-25_0,COMP-25,Company,NEWS-203
COMPANY_Profile_1,Profile,Company,NEWS-203
COMPANY_Average_2,Average,Company,NEWS-203
COMPANY_Maximum_3,Maximum,Company,NEWS-203
COMPANY_Total_4,Total,Company,NEWS-203
COMPANY_Financial_5,Financial,Company,NEWS-203
COMPANY_COMP-25_0,COMP-25,Company,NEWS-204
COMPANY_Profile_1,Profile,Company,NEWS-204
COMPANY_Average_2,Average,Company,NEWS-204
COMPANY_Maximum_3,Maximum,Company,NEWS-204
COMPANY_Total_4,Total,Company,NEWS-204
COMPANY_Financial_5,Financial,Company,NEWS-204
COMPANY_COMP-25_0,COMP-25,Company,NEWS-205
COMPANY_Profile_1,Profile,Company,NEWS-205
COMPANY_Average_2,Average,Company,NEWS-205
COMPANY_Maximum_3,Maximum,Company,NEWS-205
COMPANY_Total_4,Total,Company,NEWS-205
COMPANY_Financial_5,Financial,Company,NEWS-205
COMPANY_COMP-25_0,COMP-25,Company,NEWS-206
COMPANY_Profile_1,Profile,Company,NEWS-206
COMPANY_Average_2,Average,Company,NEWS-206
COMPANY_Maximum_3,Maximum,Company,NEWS-206
COMPANY_Total_4,Total,Company,NEWS-206
COMPANY_Financial_5,Financial,Company,NEWS-206
COMPANY_COMP-25_0,COMP-25,Company,NEWS-207
COMPANY_Profile_1,Profile,Company,NEWS-207
COMPANY_Average_2,Average,Company,NEWS-207
COMPANY_Maximum_3,Maximum,Company,NEWS-207
COMPANY_Total_4,Total,Company,NEWS-207
COMPANY_Financial_5,Financial,Company,NEWS-207
COMPANY_COMP-25_0,COMP-25,Company,NEWS-208
COMPANY_Profile_1,Profile,Company,NEWS-208
COMPANY_Average_2,Average,Company,NEWS-208
COMPANY_Maximum_3,Maximum,Company,NEWS-208
COMPANY_Total_4,Total,Company,NEWS-208
COMPANY_Financial_5,Financial,Company,NEWS-208
COMPANY_COMP-25_0,COMP-25,Company,NEWS-209
COMPANY_Profile_1,Profile,Company,NEWS-209
COMPANY_Average_2,Average,Company,NEWS-209
COMPANY_Maximum_3,Maximum,Company,NEWS-209
COMPANY_Total_4,Total,Company,NEWS-209
COMPANY_Financial_5,Financial,Company,NEWS-209
COMPANY_COMP-25_0,COMP-25,Company,NEWS-210
COMPANY_Profile_1,Profile,Company,NEWS-210
COMPANY_Average_2,Average,Company,NEWS-210
COMPANY_Maximum_3,Maximum,Company,NEWS-210
COMPANY_Total_4,Total,Company,NEWS-210
COMPANY_Financial_5,Financial,Company,NEWS-210
COMPANY_COMP-26_0,COMP-26,Company,NEWS-211
COMPANY_Profile_1,Profile,Company,NEWS-211
COMPANY_Average_2,Average,Company,NEWS-211
COMPANY_Maximum_3,Maximum,Company,NEWS-211
COMPANY_Total_4,Total,Company,NEWS-211
COMPANY_Financial_5,Financial,Company,NEWS-211
COMPANY_COMP-26_0,COMP-26,Company,NEWS-212
COMPANY_Profile_1,Profile,Company,NEWS-212
COMPANY_Average_2,Average,Company,NEWS-212
COMPANY_Maximum_3,Maximum,Company,NEWS-212
COMPANY_Total_4,Total,Company,NEWS-212
COMPANY_Financial_5,Financial,Company,NEWS-212
COMPANY_COMP-26_0,COMP-26,Company,NEWS-213
COMPANY_Profile_1,Profile,Company,NEWS-213
COMPANY_Average_2,Average,Company,NEWS-213
COMPANY_Maximum_3,Maximum,Company,NEWS-213
COMPANY_Total_4,Total,Company,NEWS-213
COMPANY_Financial_5,Financial,Company,NEWS-213
COMPANY_COMP-26_0,COMP-26,Company,NEWS-214
COMPANY_Profile_1,Profile,Company,NEWS-214
COMPANY_Average_2,Average,Company,NEWS-214
COMPANY_Maximum_3,Maximum,Company,NEWS-214
COMPANY_Total_4,Total,Company,NEWS-214
COMPANY_Financial_5,Financial,Company,NEWS-214
COMPANY_COMP-26_0,COMP-26,Company,NEWS-215
COMPANY_Profile_1,Profile,Company,NEWS-215
COMPANY_Average_2,Average,Company,NEWS-215
COMPANY_Maximum_3,Maximum,Company,NEWS-215
COMPANY_Total_4,Total,Company,NEWS-215
COMPANY_Financial_5,Financial,Company,NEWS-215
COMPANY_COMP-26_0,COMP-26,Company,NEWS-216
COMPANY_Profile_1,Profile,Company,NEWS-216
COMPANY_Average_2,Average,Company,NEWS-216
COMPANY_Maximum_3,Maximum,Company,NEWS-216
COMPANY_Total_4,Total,Company,NEWS-216
COMPANY_Financial_5,Financial,Company,NEWS-216
COMPANY_COMP-26_0,COMP-26,Company,NEWS-217
COMPANY_Profile_1,Profile,Company,NEWS-217
COMPANY_Average_2,Average,Company,NEWS-217
COMPANY_Maximum_3,Maximum,Company,NEWS-217
COMPANY_Total_4,Total,Company,NEWS-217
COMPANY_Financial_5,Financial,Company,NEWS-217
COMPANY_COMP-26_0,COMP-26,Company,NEWS-218
COMPANY_Profile_1,Profile,Company,NEWS-218
COMPANY_Average_2,Average,Company,NEWS-218
COMPANY_Maximum_3,Maximum,Company,NEWS-218
COMPANY_Total_4,Total,Company,NEWS-218
COMPANY_Financial_5,Financial,Company,NEWS-218
COMPANY_COMP-27_0,COMP-27,Company,NEWS-219
COMPANY_Profile_1,Profile,Company,NEWS-219
COMPANY_Average_2,Average,Company,NEWS-219
COMPANY_Maximum_3,Maximum,Company,NEWS-219
COMPANY_Total_4,Total,Company,NEWS-219
COMPANY_Financial_5,Financial,Company,NEWS-219
COMPANY_COMP-27_0,COMP-27,Company,NEWS-220
COMPANY_Profile_1,Profile,Company,NEWS-220
COMPANY_Average_2,Average,Company,NEWS-220
COMPANY_Maximum_3,Maximum,Company,NEWS-220
COMPANY_Total_4,Total,Company,NEWS-220
COMPANY_Financial_5,Financial,Company,NEWS-220
COMPANY_COMP-27_0,COMP-27,Company,NEWS-221
COMPANY_Profile_1,Profile,Company,NEWS-221
COMPANY_Average_2,Average,Company,NEWS-221
COMPANY_Maximum_3,Maximum,Company,NEWS-221
COMPANY_Total_4,Total,Company,NEWS-221
COMPANY_Financial_5,Financial,Company,NEWS-221
COMPANY_COMP-27_0,COMP-27,Company,NEWS-222
COMPANY_Profile_1,Profile,Company,NEWS-222
COMPANY_Average_2,Average,Company,NEWS-222
COMPANY_Maximum_3,Maximum,Company,NEWS-222
COMPANY_Total_4,Total,Company,NEWS-222
COMPANY_Financial_5,Financial,Company,NEWS-222
COMPANY_COMP-27_0,COMP-27,Company,NEWS-223
COMPANY_Profile_1,Profile,Company,NEWS-223
COMPANY_Average_2,Average,Company,NEWS-223
COMPANY_Maximum_3,Maximum,Company,NEWS-223
COMPANY_Total_4,Total,Company,NEWS-223
COMPANY_Financial_5,Financial,Company,NEWS-223
COMPANY_COMP-27_0,COMP-27,Company,NEWS-224
COMPANY_Profile_1,Profile,Company,NEWS-224
COMPANY_Average_2,Average,Company,NEWS-224
COMPANY_Maximum_3,Maximum,Company,NEWS-224
COMPANY_Total_4,Total,Company,NEWS-224
COMPANY_Financial_5,Financial,Company,NEWS-224
COMPANY_COMP-27_0,COMP-27,Company,NEWS-225
COMPANY_Profile_1,Profile,Company,NEWS-225
COMPANY_Average_2,Average,Company,NEWS-225
COMPANY_Maximum_3,Maximum,Company,NEWS-225
COMPANY_Total_4,Total,Company,NEWS-225
COMPANY_Financial_5,Financial,Company,NEWS-225
COMPANY_COMP-27_0,COMP-27,Company,NEWS-226
COMPANY_Profile_1,Profile,Company,NEWS-226
COMPANY_Average_2,Average,Company,NEWS-226
COMPANY_Maximum_3,Maximum,Company,NEWS-226
COMPANY_Total_4,Total,Company,NEWS-226
COMPANY_Financial_5,Financial,Company,NEWS-226
COMPANY_COMP-27_0,COMP-27,Company,NEWS-227
COMPANY_Profile_1,Profile,Company,NEWS-227
COMPANY_Average_2,Average,Company,NEWS-227
COMPANY_Maximum_3,Maximum,Company,NEWS-227
COMPANY_Total_4,Total,Company,NEWS-227
COMPANY_Financial_5,Financial,Company,NEWS-227
COMPANY_COMP-27_0,COMP-27,Company,NEWS-228
COMPANY_Profile_1,Profile,Company,NEWS-228
COMPANY_Average_2,Average,Company,NEWS-228
COMPANY_Maximum_3,Maximum,Company,NEWS-228
COMPANY_Total_4,Total,Company,NEWS-228
COMPANY_Financial_5,Financial,Company,NEWS-228
COMPANY_COMP-28_0,COMP-28,Company,NEWS-229
COMPANY_Profile_1,Profile,Company,NEWS-229
COMPANY_Average_2,Average,Company,NEWS-229
COMPANY_Maximum_3,Maximum,Company,NEWS-229
COMPANY_Total_4,Total,Company,NEWS-229
COMPANY_Financial_5,Financial,Company,NEWS-229
COMPANY_COMP-28_0,COMP-28,Company,NEWS-230
COMPANY_Profile_1,Profile,Company,NEWS-230
COMPANY_Average_2,Average,Company,NEWS-230
COMPANY_Maximum_3,Maximum,Company,NEWS-230
COMPANY_Total_4,Total,Company,NEWS-230
COMPANY_Financial_5,Financial,Company,NEWS-230
COMPANY_COMP-28_0,COMP-28,Company,NEWS-231
COMPANY_Profile_1,Profile,Company,NEWS-231
COMPANY_Average_2,Average,Company,NEWS-231
COMPANY_Maximum_3,Maximum,Company,NEWS-231
COMPANY_Total_4,Total,Company,NEWS-231
COMPANY_Financial_5,Financial,Company,NEWS-231
COMPANY_COMP-28_0,COMP-28,Company,NEWS-232
COMPANY_Profile_1,Profile,Company,NEWS-232
COMPANY_Average_2,Average,Company,NEWS-232
COMPANY_Maximum_3,Maximum,Company,NEWS-232
COMPANY_Total_4,Total,Company,NEWS-232
COMPANY_Financial_5,Financial,Company,NEWS-232
COMPANY_COMP-28_0,COMP-28,Company,NEWS-233
COMPANY_Profile_1,Profile,Company,NEWS-233
COMPANY_Average_2,Average,Company,NEWS-233
COMPANY_Maximum_3,Maximum,Company,NEWS-233
COMPANY_Total_4,Total,Company,NEWS-233
COMPANY_Financial_5,Financial,Company,NEWS-233
COMPANY_COMP-28_0,COMP-28,Company,NEWS-234
COMPANY_Profile_1,Profile,Company,NEWS-234
COMPANY_Average_2,Average,Company,NEWS-234
COMPANY_Maximum_3,Maximum,Company,NEWS-234
COMPANY_Total_4,Total,Company,NEWS-234
COMPANY_Financial_5,Financial,Company,NEWS-234
COMPANY_COMP-28_0,COMP-28,Company,NEWS-235
COMPANY_Profile_1,Profile,Company,NEWS-235
COMPANY_Average_2,Average,Company,NEWS-235
COMPANY_Maximum_3,Maximum,Company,NEWS-235
COMPANY_Total_4,Total,Company,NEWS-235
COMPANY_Financial_5,Financial,Company,NEWS-235
COMPANY_COMP-28_0,COMP-28,Company,NEWS-236
COMPANY_Profile_1,Profile,Company,NEWS-236
COMPANY_Average_2,Average,Company,NEWS-236
COMPANY_Maximum_3,Maximum,Company,NEWS-236
COMPANY_Total_4,Total,Company,NEWS-236
COMPANY_Financial_5,Financial,Company,NEWS-236
COMPANY_COMP-28_0,COMP-28,Company,NEWS-237
COMPANY_Profile_1,Profile,Company,NEWS-237
COMPANY_Average_2,Average,Company,NEWS-237
COMPANY_Maximum_3,Maximum,Company,NEWS-237
COMPANY_Total_4,Total,Company,NEWS-237
COMPANY_Financial_5,Financial,Company,NEWS-237
COMPANY_COMP-28_0,COMP-28,Company,NEWS-238
COMPANY_Profile_1,Profile,Company,NEWS-238
COMPANY_Average_2,Average,Company,NEWS-238
COMPANY_Maximum_3,Maximum,Company,NEWS-238
COMPANY_Total_4,Total,Company,NEWS-238
COMPANY_Financial_5,Financial,Company,NEWS-238
COMPANY_COMP-28_0,COMP-28,Company,NEWS-239
COMPANY_Profile_1,Profile,Company,NEWS-239
COMPANY_Average_2,Average,Company,NEWS-239
COMPANY_Maximum_3,Maximum,Company,NEWS-239
COMPANY_Total_4,Total,Company,NEWS-239
COMPANY_Financial_5,Financial,Company,NEWS-239
COMPANY_COMP-29_0,COMP-29,Company,NEWS-240
COMPANY_Profile_1,Profile,Company,NEWS-240
COMPANY_Average_2,Average,Company,NEWS-240
COMPANY_Maximum_3,Maximum,Company,NEWS-240
COMPANY_Total_4,Total,Company,NEWS-240
COMPANY_Financial_5,Financial,Company,NEWS-240
COMPANY_COMP-29_0,COMP-29,Company,NEWS-241
COMPANY_Profile_1,Profile,Company,NEWS-241
COMPANY_Average_2,Average,Company,NEWS-241
COMPANY_Maximum_3,Maximum,Company,NEWS-241
COMPANY_Total_4,Total,Company,NEWS-241
COMPANY_Financial_5,Financial,Company,NEWS-241
COMPANY_COMP-29_0,COMP-29,Company,NEWS-242
COMPANY_Profile_1,Profile,Company,NEWS-242
COMPANY_Average_2,Average,Company,NEWS-242
COMPANY_Maximum_3,Maximum,Company,NEWS-242
COMPANY_Total_4,Total,Company,NEWS-242
COMPANY_Financial_5,Financial,Company,NEWS-242
COMPANY_COMP-29_0,COMP-29,Company,NEWS-243
COMPANY_Profile_1,Profile,Company,NEWS-243
COMPANY_Average_2,Average,Company,NEWS-243
COMPANY_Maximum_3,Maximum,Company,NEWS-243
COMPANY_Total_4,Total,Company,NEWS-243
COMPANY_Financial_5,Financial,Company,NEWS-243
COMPANY_COMP-29_0,COMP-29,Company,NEWS-244
COMPANY_Profile_1,Profile,Company,NEWS-244
COMPANY_Average_2,Average,Company,NEWS-244
COMPANY_Maximum_3,Maximum,Company,NEWS-244
COMPANY_Total_4,Total,Company,NEWS-244
COMPANY_Financial_5,Financial,Company,NEWS-244
COMPANY_COMP-29_0,COMP-29,Company,NEWS-245
COMPANY_Profile_1,Profile,Company,NEWS-245
COMPANY_Average_2,Average,Company,NEWS-245
COMPANY_Maximum_3,Maximum,Company,NEWS-245
COMPANY_Total_4,Total,Company,NEWS-245
COMPANY_Financial_5,Financial,Company,NEWS-245
COMPANY_COMP-29_0,COMP-29,Company,NEWS-246
COMPANY_Profile_1,Profile,Company,NEWS-246
COMPANY_Average_2,Average,Company,NEWS-246
COMPANY_Maximum_3,Maximum,Company,NEWS-246
COMPANY_Total_4,Total,Company,NEWS-246
COMPANY_Financial_5,Financial,Company,NEWS-246
COMPANY_COMP-29_0,COMP-29,Company,NEWS-247
COMPANY_Profile_1,Profile,Company,NEWS-247
COMPANY_Average_2,Average,Company,NEWS-247
COMPANY_Maximum_3,Maximum,Company,NEWS-247
COMPANY_Total_4,Total,Company,NEWS-247
COMPANY_Financial_5,Financial,Company,NEWS-247
COMPANY_COMP-29_0,COMP-29,Company,NEWS-248
COMPANY_Profile_1,Profile,Company,NEWS-248
COMPANY_Average_2,Average,Company,NEWS-248
COMPANY_Maximum_3,Maximum,Company,NEWS-248
COMPANY_Total_4,Total,Company,NEWS-248
COMPANY_Financial_5,Financial,Company,NEWS-248
COMPANY_COMP-29_0,COMP-29,Company,NEWS-249
COMPANY_Profile_1,Profile,Company,NEWS-249
COMPANY_Average_2,Average,Company,NEWS-249
COMPANY_Maximum_3,Maximum,Company,NEWS-249
COMPANY_Total_4,Total,Company,NEWS-249
COMPANY_Financial_5,Financial,Company,NEWS-249
COMPANY_COMP-29_0,COMP-29,Company,NEWS-250
COMPANY_Profile_1,Profile,Company,NEWS-250
COMPANY_Average_2,Average,Company,NEWS-250
COMPANY_Maximum_3,Maximum,Company,NEWS-250
COMPANY_Total_4,Total,Company,NEWS-250
COMPANY_Financial_5,Financial,Company,NEWS-250
COMPANY_COMP-29_0,COMP-29,Company,NEWS-251
COMPANY_Profile_1,Profile,Company,NEWS-251
COMPANY_Average_2,Average,Company,NEWS-251
COMPANY_Maximum_3,Maximum,Company,NEWS-251
COMPANY_Total_4,Total,Company,NEWS-251
COMPANY_Financial_5,Financial,Company,NEWS-251
COMPANY_COMP-29_0,COMP-29,Company,NEWS-252
COMPANY_Profile_1,Profile,Company,NEWS-252
COMPANY_Average_2,Average,Company,NEWS-252
COMPANY_Maximum_3,Maximum,Company,NEWS-252
COMPANY_Total_4,Total,Company,NEWS-252
COMPANY_Financial_5,Financial,Company,NEWS-252
COMPANY_COMP-29_0,COMP-29,Company,NEWS-253
COMPANY_Profile_1,Profile,Company,NEWS-253
COMPANY_Average_2,Average,Company,NEWS-253
COMPANY_Maximum_3,Maximum,Company,NEWS-253
COMPANY_Total_4,Total,Company,NEWS-253
COMPANY_Financial_5,Financial,Company,NEWS-253
COMPANY_COMP-29_0,COMP-29,Company,NEWS-254
COMPANY_Profile_1,Profile,Company,NEWS-254
COMPANY_Average_2,Average,Company,NEWS-254
COMPANY_Maximum_3,Maximum,Company,NEWS-254
COMPANY_Total_4,Total,Company,NEWS-254
COMPANY_Financial_5,Financial,Company,NEWS-254
COMPANY_COMP-3_0,COMP-3,Company,NEWS-255
COMPANY_Profile_1,Profile,Company,NEWS-255
COMPANY_Average_2,Average,Company,NEWS-255
COMPANY_Maximum_3,Maximum,Company,NEWS-255
COMPANY_Total_4,Total,Company,NEWS-255
COMPANY_Financial_5,Financial,Company,NEWS-255
COMPANY_COMP-3_0,COMP-3,Company,NEWS-256
COMPANY_Profile_1,Profile,Company,NEWS-256
COMPANY_Average_2,Average,Company,NEWS-256
COMPANY_Maximum_3,Maximum,Company,NEWS-256
COMPANY_Total_4,Total,Company,NEWS-256
COMPANY_Financial_5,Financial,Company,NEWS-256
COMPANY_COMP-3_0,COMP-3,Company,NEWS-257
COMPANY_Profile_1,Profile,Company,NEWS-257
COMPANY_Average_2,Average,Company,NEWS-257
COMPANY_Maximum_3,Maximum,Company,NEWS-257
COMPANY_Total_4,Total,Company,NEWS-257
COMPANY_Financial_5,Financial,Company,NEWS-257
COMPANY_COMP-3_0,COMP-3,Company,NEWS-258
COMPANY_Profile_1,Profile,Company,NEWS-258
COMPANY_Average_2,Average,Company,NEWS-258
COMPANY_Maximum_3,Maximum,Company,NEWS-258
COMPANY_Total_4,Total,Company,NEWS-258
COMPANY_Financial_5,Financial,Company,NEWS-258
COMPANY_COMP-3_0,COMP-3,Company,NEWS-259
COMPANY_Profile_1,Profile,Company,NEWS-259
COMPANY_Average_2,Average,Company,NEWS-259
COMPANY_Maximum_3,Maximum,Company,NEWS-259
COMPANY_Total_4,Total,Company,NEWS-259
COMPANY_Financial_5,Financial,Company,NEWS-259
COMPANY_COMP-3_0,COMP-3,Company,NEWS-260
COMPANY_Profile_1,Profile,Company,NEWS-260
COMPANY_Average_2,Average,Company,NEWS-260
COMPANY_Maximum_3,Maximum,Company,NEWS-260
COMPANY_Total_4,Total,Company,NEWS-260
COMPANY_Financial_5,Financial,Company,NEWS-260
COMPANY_COMP-3_0,COMP-3,Company,NEWS-261
COMPANY_Profile_1,Profile,Company,NEWS-261
COMPANY_Average_2,Average,Company,NEWS-261
COMPANY_Maximum_3,Maximum,Company,NEWS-261
COMPANY_Total_4,Total,Company,NEWS-261
COMPANY_Financial_5,Financial,Company,NEWS-261
COMPANY_COMP-30_0,COMP-30,Company,NEWS-262
COMPANY_Profile_1,Profile,Company,NEWS-262
COMPANY_Average_2,Average,Company,NEWS-262
COMPANY_Maximum_3,Maximum,Company,NEWS-262
COMPANY_Total_4,Total,Company,NEWS-262
COMPANY_Financial_5,Financial,Company,NEWS-262
COMPANY_COMP-30_0,COMP-30,Company,NEWS-263
COMPANY_Profile_1,Profile,Company,NEWS-263
COMPANY_Average_2,Average,Company,NEWS-263
COMPANY_Maximum_3,Maximum,Company,NEWS-263
COMPANY_Total_4,Total,Company,NEWS-263
COMPANY_Financial_5,Financial,Company,NEWS-263
COMPANY_COMP-30_0,COMP-30,Company,NEWS-264
COMPANY_Profile_1,Profile,Company,NEWS-264
COMPANY_Average_2,Average,Company,NEWS-264
COMPANY_Maximum_3,Maximum,Company,NEWS-264
COMPANY_Total_4,Total,Company,NEWS-264
COMPANY_Financial_5,Financial,Company,NEWS-264
COMPANY_COMP-30_0,COMP-30,Company,NEWS-265
COMPANY_Profile_1,Profile,Company,NEWS-265
COMPANY_Average_2,Average,Company,NEWS-265
COMPANY_Maximum_3,Maximum,Company,NEWS-265
COMPANY_Total_4,Total,Company,NEWS-265
COMPANY_Financial_5,Financial,Company,NEWS-265
COMPANY_COMP-30_0,COMP-30,Company,NEWS-266
